title,url,year,authors,venue,type,access,key,ee
A resolution of sharing private charging piles based on smart contract.,https://dblp.org/rec/conf/icnc/HouCJZOZWL17,2017,"['Yunfei Hou', 'Yan Chen', 'Yi Jiao', 'Jiakui Zhao', 'Hong Ouyang', 'Pingfei Zhu', 'Dong Wang', 'Yuxi Liu']",ICNC-FSKD,Conference and Workshop Papers,closed,conf/icnc/HouCJZOZWL17,https://doi.org/10.1109/FSKD.2017.8393262
Scalable Blockchain Based Smart Contract Execution.,https://dblp.org/rec/conf/icpads/GaoXCSLS17,2017,"['Zhimin Gao', 'Lei Xu 0012', 'Lin Chen 0009', 'Nolan Shah', 'Yang Lu 0010', 'Weidong Shi']",ICPADS,Conference and Workshop Papers,closed,conf/icpads/GaoXCSLS17,https://doi.org/10.1109/ICPADS.2017.00054
Smart contracts based on blockchain for logistics management.,https://dblp.org/rec/conf/iml/Alvarez-DiazHC17,2017,"['Néstor Álvarez-Díaz', 'Jordi Herrera-Joancomartí', 'Pino Caballero-Gil']",IML,Conference and Workshop Papers,closed,conf/iml/Alvarez-DiazHC17,https://doi.org/10.1145/3109761.3158384
Smart Contract Execution - the (+-)-Biased Ballot Problem.,https://dblp.org/rec/conf/isaac/Chen0GSLS17,2017,"['Lin Chen 0009', 'Lei Xu 0012', 'Zhimin Gao', 'Nolan Shah', 'Yang Lu 0010', 'Weidong Shi']",ISAAC,Conference and Workshop Papers,open,conf/isaac/Chen0GSLS17,https://doi.org/10.4230/LIPIcs.ISAAC.2017.21
Smart contract-based campus demonstration of decentralized transactive energy auctions.,https://dblp.org/rec/conf/isgt/HahnSLC17,2017,"['Adam Hahn', 'Rajveer Singh', 'Chen-Ching Liu', 'Sijie Chen']",ISGT,Conference and Workshop Papers,closed,conf/isgt/HahnSLC17,https://doi.org/10.1109/ISGT.2017.8086092
Enhanced TLS Handshake Authentication with Blockchain and Smart Contract (Short Paper).,https://dblp.org/rec/conf/iwsec/XiaJY17,2017,"['Bingqing Xia', 'Dongyao Ji', 'Gang Yao']",IWSEC,Conference and Workshop Papers,closed,conf/iwsec/XiaJY17,https://doi.org/10.1007/978-3-319-64200-0_4
Ontologies for Commitment-Based Smart Contracts.,https://dblp.org/rec/conf/otm/KruijffW17,2017,"['Joost T. de Kruijff', 'Hans Weigand']",OTM Conferences,Conference and Workshop Papers,closed,conf/otm/KruijffW17,https://doi.org/10.1007/978-3-319-69459-7_26
Poster: Smart-Contract Based Incentive Mechanism for K-Anonymity Privacy Protection in LBSs.,https://dblp.org/rec/conf/pac/GengHNLSCL17,2017,"['Ziye Geng', 'Yunhua He', 'Tong Niu', 'Hong Li 0004', 'Limin Sun', 'Wei Cheng', 'Xu Li']",PAC,Conference and Workshop Papers,closed,conf/pac/GengHNLSCL17,https://doi.ieeecomputersociety.org/10.1109/PAC.2017.33
Profiling Smart Contracts Interactions Tensor Decomposition and Graph Mining.,https://dblp.org/rec/conf/pkdd/CharlierLSF17,2017,"['Jérémy Charlier', 'Sofiane Lagraa', 'Radu State', 'Jérôme François']",MIDAS@PKDD/ECML,Conference and Workshop Papers,open,conf/pkdd/CharlierLSF17,https://ceur-ws.org/Vol-1941/MIDAS2017_paper7.pdf
Adding Concurrency to Smart Contracts.,https://dblp.org/rec/conf/podc/DickersonGHK17a,2017,"['Thomas D. Dickerson', 'Paul Gazzillo', 'Maurice Herlihy', 'Eric Koskinen']",PODC,Conference and Workshop Papers,closed,conf/podc/DickersonGHK17a,https://doi.org/10.1145/3087801.3087835
A Survey of Attacks on Ethereum Smart Contracts (SoK).,https://dblp.org/rec/conf/post/AtzeiBC17,2017,"['Nicola Atzei', 'Massimo Bartoletti', 'Tiziana Cimoli']",POST,Conference and Workshop Papers,closed,conf/post/AtzeiBC17,https://doi.org/10.1007/978-3-662-54455-6_8
Distributed proportional-fairness control in microgrids via blockchain smart contracts.,https://dblp.org/rec/conf/smartgridcomm/DanziASP17,2017,"['Pietro Danzi', 'Marko Angjelichinoski', 'Cedomir Stefanovic', 'Petar Popovski']",SmartGridComm,Conference and Workshop Papers,closed,conf/smartgridcomm/DanziASP17,https://doi.org/10.1109/SmartGridComm.2017.8340713
Toward A Service Platform for Developing Smart Contracts on Blockchain in BDD and TDD Styles.,https://dblp.org/rec/conf/soca/LiaoCCLCW17,2017,"['Chun-Feng Liao', 'Ching-Ju Cheng', 'Kung Chen', 'Chen-Ho Lai', 'Tien Chiu', 'Chi Wu-Lee']",SOCA,Conference and Workshop Papers,closed,conf/soca/LiaoCCLCW17,https://doi.org/10.1109/SOCA.2017.26
Smart-Contract Execution with Concurrent Block Building.,https://dblp.org/rec/conf/sose/YuTLYHD17,2017,"['Lian Yu', 'Wei-Tek Tsai', 'Guannan Li', 'Yafe Yao', 'Chenjian Hu', 'Enyan Deng']",SOSE,Conference and Workshop Papers,closed,conf/sose/YuTLYHD17,https://doi.org/10.1109/SOSE.2017.33
Cryptocurrency Smart Contracts for Distributed Consensus of Public Randomness.,https://dblp.org/rec/conf/sss/MellKS17,2017,"['Peter Mell', 'John Kelsey', 'James M. Shook']",SSS,Conference and Workshop Papers,closed,conf/sss/MellKS17,https://doi.org/10.1007/978-3-319-69084-1_31
Under-optimized smart contracts devour your money.,https://dblp.org/rec/conf/wcre/ChenLLZ17,2017,"['Ting Chen 0002', 'Xiaoqi Li 0001', 'Xiapu Luo', 'Xiaosong Zhang 0001']",SANER,Conference and Workshop Papers,closed,conf/wcre/ChenLLZ17,https://doi.org/10.1109/SANER.2017.7884650
Correctness of Smart Contracts for Consistency Enforcement.,https://dblp.org/rec/journals/ercim/Osterland017,2017,"['Thomas Osterland', 'Thomas Rose 0001']",ERCIM News,Informal and Other Publications,open,journals/ercim/Osterland017,https://ercim-news.ercim.eu/en110/special/correctness-of-smart-contracts-for-consistency-enforcement
A Holistic Approach to Smart Contract Security.,https://dblp.org/rec/journals/ercim/StifterJW17,2017,"['Nicholas Stifter', 'Aljosha Judmayer', 'Edgar R. Weippl']",ERCIM News,Informal and Other Publications,open,journals/ercim/StifterJW17,https://ercim-news.ercim.eu/en110/special/a-holistic-approach-to-smart-contract-security
Enter the Hydra: Towards Principled Bug Bounties and Exploit-Resistant Smart Contracts.,https://dblp.org/rec/journals/iacr/BreidenbachDTJ17,2017,"['Lorenz Breidenbach', 'Philip Daian', 'Florian Tramèr', 'Ari Juels']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/BreidenbachDTJ17,http://eprint.iacr.org/2017/1090
A Smart Contract for Boardroom Voting with Maximum Voter Privacy.,https://dblp.org/rec/journals/iacr/McCorrySH17,2017,"['Patrick McCorry', 'Siamak F. Shahandashti', 'Feng Hao 0001']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/McCorrySH17,http://eprint.iacr.org/2017/110
Raziel: Private and Verifiable Smart Contracts on Blockchains.,https://dblp.org/rec/journals/iacr/Sanchez17,2017,[],IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/Sanchez17,http://eprint.iacr.org/2017/878
Smart Contracts Make Bitcoin Mining Pools Vulnerable.,https://dblp.org/rec/journals/iacr/VelnerTL17,2017,"['Yaron Velner', 'Jason Teutsch', 'Loi Luu']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/VelnerTL17,http://eprint.iacr.org/2017/230
Blockchains and Smart Contracts for the Internet of Things.,https://dblp.org/rec/journals/access/ChristidisD16,2016,"['Konstantinos Christidis', 'Michael Devetsikiotis']",IEEE Access,Journal Articles,open,journals/access/ChristidisD16,https://doi.org/10.1109/ACCESS.2016.2566339
Smart Contracts - Anwendungen der Blockchain-Technologie.,https://dblp.org/rec/journals/cr/KaulartzH16,2016,"['Markus Kaulartz', 'Jörn Heckmann']",Comput. und Recht,Journal Articles,closed,journals/cr/KaulartzH16,https://doi.org/10.9785/cr-2016-0923
Gaming Self-Contained Provably Fair Smart Contract Casinos.,https://dblp.org/rec/journals/ledger/Piasecki16,2016,[],Ledger,Journal Articles,closed,journals/ledger/Piasecki16,https://ledgerjournal.org/ojs/index.php/ledger/article/view/29
"Research for Practice: Cryptocurrencies, Blockchains, and Smart Contracts; Hardware for Deep Learning.",https://dblp.org/rec/journals/queue/BailisNMH16,2016,"['Peter Bailis', 'Arvind Narayanan', 'Andrew Miller 0001', 'Song Han 0003']",ACM Queue,Journal Articles,closed,journals/queue/BailisNMH16,https://doi.org/10.1145/3028687.3043967
Eurakos Next: A Cryptocurrency Based on Smart Contracts.,https://dblp.org/rec/conf/ccia/CarrilloPR16,2016,"['Paulo Nicolás Carrillo', 'Clara I. Peña', 'Josep Lluís de la Rosa']",CCIA,Conference and Workshop Papers,closed,conf/ccia/CarrilloPR16,https://doi.org/10.3233/978-1-61499-696-5-221
Formal Verification of Smart Contracts: Short Paper.,https://dblp.org/rec/conf/ccs/BhargavanDFGGKK16,2016,"['Karthikeyan Bhargavan', 'Antoine Delignat-Lavaud', 'Cédric Fournet', 'Anitha Gollamudi', 'Georges Gonthier', 'Nadim Kobeissi', 'Natalia Kulatova', 'Aseem Rastogi', 'Thomas Sibut-Pinote', 'Nikhil Swamy', 'Santiago Zanella Béguelin']",PLAS@CCS,Conference and Workshop Papers,closed,conf/ccs/BhargavanDFGGKK16,https://doi.org/10.1145/2993600.2993611
The Ring of Gyges: Investigating the Future of Criminal Smart Contracts.,https://dblp.org/rec/conf/ccs/JuelsKS16,2016,"['Ari Juels', 'Ahmed E. Kosba', 'Elaine Shi']",CCS,Conference and Workshop Papers,closed,conf/ccs/JuelsKS16,https://doi.org/10.1145/2976749.2978362
Town Crier: An Authenticated Data Feed for Smart Contracts.,https://dblp.org/rec/conf/ccs/ZhangCCJS16,2016,"['Fan Zhang 0022', 'Ethan Cecchetti', 'Kyle Croman', 'Ari Juels', 'Elaine Shi']",CCS,Conference and Workshop Papers,closed,conf/ccs/ZhangCCJS16,https://doi.org/10.1145/2976749.2978326
An Online Identity and Smart Contract Management System.,https://dblp.org/rec/conf/compsac/YasinL16,2016,"['Affan Yasin', 'Lin Liu 0001']",COMPSAC Workshops,Conference and Workshop Papers,closed,conf/compsac/YasinL16,https://doi.org/10.1109/COMPSAC.2016.2
Managing Energy Markets in Future Smart Grids Using Bilateral Contracts.,https://dblp.org/rec/conf/ecai/RomainSAR16,2016,"['Romain Caillière', 'Samir Aknine', 'Antoine Nongaillard', 'Sarvapali D. Ramchurn']",ECAI,Conference and Workshop Papers,closed,conf/ecai/RomainSAR16,https://doi.org/10.3233/978-1-61499-672-9-133
Step by Step Towards Creating a Safe Smart Contract: Lessons and Insights from a Cryptocurrency Lab.,https://dblp.org/rec/conf/fc/DelmolinoAKMS16,2016,"['Kevin Delmolino', 'Mitchell Arnett', 'Ahmed E. Kosba', 'Andrew Miller 0001', 'Elaine Shi']",Financial Cryptography Workshops,Conference and Workshop Papers,closed,conf/fc/DelmolinoAKMS16,https://doi.org/10.1007/978-3-662-53357-4_6
Designing a Smart-Contract Application Layer for Transacting Decentralized Autonomous Organizations.,https://dblp.org/rec/conf/icacds/Norta16,2016,[],ICACDS,Conference and Workshop Papers,closed,conf/icacds/Norta16,https://doi.org/10.1007/978-981-10-5427-3_61
Optimal energy exchange schemes in smart grid networks: A contract theoretic approach.,https://dblp.org/rec/conf/iccchina/ZhangMLZXJV16,2016,"['Ke Zhang 0008', 'Yuming Mao', 'Supeng Leng', 'Ming Zeng 0010', 'Liang Xu', 'Li Jiang 0005', 'Alexey V. Vinel']",ICCC,Conference and Workshop Papers,closed,conf/iccchina/ZhangMLZXJV16,https://doi.org/10.1109/ICCChina.2016.7636834
A Decentralised Sharing App running a Smart Contract on the Ethereum Blockchain.,https://dblp.org/rec/conf/iot/BognerCM16,2016,"['Andreas Bogner', 'Mathieu Chanson', 'Arne Meeuw']",IOT,Conference and Workshop Papers,closed,conf/iot/BognerCM16,http://dl.acm.org/citation.cfm?id=2998465
Evaluation of Logic-Based Smart Contracts for Blockchain Systems.,https://dblp.org/rec/conf/ruleml/IdelbergerGRS16,2016,"['Florian Idelberger', 'Guido Governatori', 'Régis Riveret', 'Giovanni Sartor']",RuleML,Conference and Workshop Papers,closed,conf/ruleml/IdelbergerGRS16,https://doi.org/10.1007/978-3-319-42019-6_11
Setting Standards for Altering and Undoing Smart Contracts.,https://dblp.org/rec/conf/ruleml/MarinoJ16,2016,"['Bill Marino', 'Ari Juels']",RuleML,Conference and Workshop Papers,closed,conf/ruleml/MarinoJ16,https://doi.org/10.1007/978-3-319-42019-6_10
Blockchain Temporality: Smart Contract Time Specifiability with Blocktime.,https://dblp.org/rec/conf/ruleml/Swan16,2016,[],RuleML,Conference and Workshop Papers,closed,conf/ruleml/Swan16,https://doi.org/10.1007/978-3-319-42019-6_12
From Institutions to Code: Towards Automated Generation of Smart Contracts.,https://dblp.org/rec/conf/saso/FrantzN16,2016,"['Christopher Frantz', 'Mariusz Nowostawski']",FAS*W@SASO/ICCAC,Conference and Workshop Papers,closed,conf/saso/FrantzN16,https://doi.org/10.1109/FAS-W.2016.53
Hawk: The Blockchain Model of Cryptography and Privacy-Preserving Smart Contracts.,https://dblp.org/rec/conf/sp/KosbaMSWP16,2016,"['Ahmed E. Kosba', 'Andrew Miller 0001', 'Elaine Shi', 'Zikai Wen', 'Charalampos Papamanthou']",IEEE Symposium on Security and Privacy,Conference and Workshop Papers,closed,conf/sp/KosbaMSWP16,https://doi.org/10.1109/SP.2016.55
Improving data transparency in clinical trials using blockchain smart contracts.,https://dblp.org/rec/journals/f1000research/NugentUC16,2016,"['Timothy Nugent', 'David Upton', 'Mihai Cimpoesu']",F1000Research,Informal and Other Publications,open,journals/f1000research/NugentUC16,https://doi.org/10.12688/f1000research.9756.1
A survey of attacks on Ethereum smart contracts.,https://dblp.org/rec/journals/iacr/AtzeiBC16,2016,"['Nicola Atzei', 'Massimo Bartoletti', 'Tiziana Cimoli']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/AtzeiBC16,http://eprint.iacr.org/2016/1007
The Ring of Gyges: Investigating the Future of Criminal Smart Contracts.,https://dblp.org/rec/journals/iacr/JuelsKS16,2016,"['Ari Juels', 'Ahmed E. Kosba', 'Elaine Shi']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/JuelsKS16,http://eprint.iacr.org/2016/358
Scripting smart contracts for distributed ledger technology.,https://dblp.org/rec/journals/iacr/SeijasTM16,2016,"['Pablo Lamela Seijas', 'Simon J. Thompson', 'Darryl McAdams']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/SeijasTM16,http://eprint.iacr.org/2016/1156
Town Crier: An Authenticated Data Feed for Smart Contracts.,https://dblp.org/rec/journals/iacr/ZhangCCJS16,2016,"['Fan Zhang 0022', 'Ethan Cecchetti', 'Kyle Croman', 'Ari Juels', 'Elaine Shi']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/ZhangCCJS16,http://eprint.iacr.org/2016/168
Smarter learning content management using the Learning Content Hub.,https://dblp.org/rec/journals/ibmrd/ContractorNPIPV15,2015,"['Danish Contractor', 'Sumit Negi', 'Kashyap Popat', 'Shajith Ikbal', 'Bhanu Prasad', 'S. Vedula', 'S. Kakaraparthy', 'Bikram Sengupta', 'V. Kumar']",IBM J. Res. Dev.,Journal Articles,closed,journals/ibmrd/ContractorNPIPV15,https://doi.org/10.1147/JRD.2015.2455691
Creation of Smart-Contracting Collaborations for Decentralized Autonomous Organizations.,https://dblp.org/rec/conf/bir/Norta15,2015,[],BIR,Conference and Workshop Papers,closed,conf/bir/Norta15,https://doi.org/10.1007/978-3-319-21915-8_1
Validation of Decentralised Smart Contracts Through Game Theory and Formal Methods.,https://dblp.org/rec/conf/birthday/BigiBMT15,2015,"['Giancarlo Bigi', 'Andrea Bracciali', 'Giovanni Meacci', 'Emilio Tuosto']",Programming Languages with Applications to Biology and Security,Conference and Workshop Papers,closed,conf/birthday/BigiBMT15,https://doi.org/10.1007/978-3-319-25527-9_11
Application of EPSO to designing a contract model of weather derivatives in Smart Grid.,https://dblp.org/rec/conf/cec/MoriF15,2015,"['Hiroyuki Mori', 'Hajime Fujita 0003']",CEC,Conference and Workshop Papers,closed,conf/cec/MoriF15,https://doi.org/10.1109/CEC.2015.7256909
Money-over-IP - From Bitcoin to Smart Contracts and M2M Money.,https://dblp.org/rec/conf/iceis/Giaglis15,2015,[],ICEIS,Conference and Workshop Papers,unavailable,conf/iceis/Giaglis15,
A Contract-based Framework for Integrated Demand Response Management in Smart Grids.,https://dblp.org/rec/conf/sensys/JinNMZS15,2015,"['Baihong Jin', 'Pierluigi Nuzzo 0002', 'Mehdi Maasoumy', 'Yuxun Zhou', 'Alberto L. Sangiovanni-Vincentelli']",BuildSys@SenSys,Conference and Workshop Papers,closed,conf/sensys/JinNMZS15,https://doi.org/10.1145/2821650.2821658
Step by Step Towards Creating a Safe Smart Contract: Lessons and Insights from a Cryptocurrency Lab.,https://dblp.org/rec/journals/iacr/DelmolinoAKMS15,2015,"['Kevin Delmolino', 'Mitchell Arnett', 'Ahmed E. Kosba', 'Andrew Miller 0001', 'Elaine Shi']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/DelmolinoAKMS15,http://eprint.iacr.org/2015/460
Hawk: The Blockchain Model of Cryptography and Privacy-Preserving Smart Contracts.,https://dblp.org/rec/journals/iacr/KosbaMSWP15,2015,"['Ahmed E. Kosba', 'Andrew Miller 0001', 'Elaine Shi', 'Zikai Wen', 'Charalampos Papamanthou']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/KosbaMSWP15,http://eprint.iacr.org/2015/675
Designing a specific Low Power architecture for blockchain and Smart Contracts operations in IoT platform. (Conception d&apos;une architecture spécifique Low Power pour les accès blockchain et Smart Contracts des plateformes IoT).,https://dblp.org/rec/phd/hal/Kromes21,2021,[],,Books and Theses,closed,phd/hal/Kromes21,https://tel.archives-ouvertes.fr/tel-03644276
Smart Contracts for Sustainable Supply Chain Management: Conceptual Frameworks for Supply Chain Maturity Evaluation and Smart Contract Sustainability Assessment.,https://dblp.org/rec/journals/fbloc/GroschopfDH21,2021,"['Wolfram Groschopf', 'Mario Dobrovnik', 'Christian Herneth']",Frontiers Blockchain,Journal Articles,open,journals/fbloc/GroschopfDH21,https://doi.org/10.3389/fbloc.2021.506436
Smart Payment Contract Mechanism Based on Blockchain Smart Contract Mechanism.,https://dblp.org/rec/journals/sp/Ge21,2021,[],Sci. Program.,Journal Articles,open,journals/sp/Ge21,https://doi.org/10.1155/2021/3988070
What Do We Mean by Smart Contracts? Open Challenges in Smart Contracts.,https://dblp.org/rec/journals/fbloc/Vigliotti20,2020,[],Frontiers Blockchain,Journal Articles,open,journals/fbloc/Vigliotti20,https://doi.org/10.3389/fbloc.2020.553671
Smart Contract Invocation Protocol (SCIP): A Protocol for the Uniform Integration of Heterogeneous Blockchain Smart Contracts.,https://dblp.org/rec/conf/caise/FalaziBDLLY20,2020,"['Ghareeb Falazi', 'Uwe Breitenbücher', 'Florian Daniel', 'Andrea Lamparelli', 'Frank Leymann', 'Vladimir Yussupov']",CAiSE,Conference and Workshop Papers,closed,conf/caise/FalaziBDLLY20,https://doi.org/10.1007/978-3-030-49435-3_9
How effective are smart contract analysis tools? evaluating smart contract static analysis tools using bug injection.,https://dblp.org/rec/conf/issta/GhalebP20,2020,"['Asem Ghaleb', 'Karthik Pattabiraman']",ISSTA,Conference and Workshop Papers,closed,conf/issta/GhalebP20,https://doi.org/10.1145/3395363.3397385
Digital Enforceable Contracts (DEC): Making Smart Contracts Smarter.,https://dblp.org/rec/conf/jurix/LiuSE20,2020,"['Lu-Chi Liu', 'Giovanni Sileno', 'Tom M. van Engers']",JURIX,Conference and Workshop Papers,open,conf/jurix/LiuSE20,https://doi.org/10.3233/FAIA200872
Blockchain and Smart Contracts - Design Thinking and Programming for FinTech,https://dblp.org/rec/books/ws/LoWL21,2021,"['Swee-Won Lo', 'Yu Wang', 'David Kuo Chuen Lee']","['Blockchain and Smart Contracts', 'Singapore University of Social Sciences - World Scientific Future Economy Series']",Books and Theses,closed,books/ws/LoWL21,https://doi.org/10.1142/11919
